Temp,Humd,Label
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
27.7,66,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.9,81,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.2,76,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.1,87,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.6,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.1,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.7,79,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.0,77,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.4,76,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.3,77,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.5,78,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
28.2,83,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
29.4,87,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.1,92,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.3,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.5,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.7,94,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.0,93,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.7,91,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,89,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.9,82,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
29.4,76,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.6,64,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.7,57,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.8,48,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.5,44,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,41,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.0,39,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.7,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.8,37,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.5,35,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,3428.2,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.2,34,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.9,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.2,33,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.3,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
28.6,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.6,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.2,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,3227.5,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.5,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.1,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.8,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.9,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.4,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.6,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.1,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.5,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.0,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
27.2,31,1
